Coord.Este[m],Coord.Sur[m],Profundidad[m]
3472.76,7125.59,0.00
3472.76,7156.43,0.00
3472.76,7187.28,0.00
3472.76,7218.13,0.00
3472.76,7248.97,0.00
3472.76,7279.82,0.00
3472.76,7310.67,0.00
3472.76,7341.51,0.00
3472.76,7372.36,0.00
3472.76,7403.21,0.00
3472.76,7434.05,0.00
3472.76,7464.90,0.00
3472.76,7495.75,0.00
3472.76,7526.59,0.00
3472.76,7557.44,0.00
3472.76,7588.29,0.00
3472.76,7619.13,0.00
3472.76,7649.98,0.00
3472.76,7680.83,0.00
3472.76,7711.68,0.00
3472.76,7742.52,0.00
3472.76,7773.37,0.00
3472.76,7804.22,0.00
3472.76,7835.06,0.00
3472.76,7865.91,0.00
3472.76,7896.76,0.00
3472.76,7927.60,0.00
3472.76,7958.45,0.00
3472.76,7989.30,0.00
3472.76,8020.14,0.00
3472.76,8050.99,0.00
3472.76,8081.84,0.00
3472.76,8112.68,0.00
3472.76,8143.53,0.00
3472.76,8174.38,0.00
3472.76,8205.22,0.00
3498.87,0.00,0.00
3498.87,30.85,0.00
3498.87,61.69,0.00
3498.87,92.54,0.00
3498.87,123.39,0.00
3498.87,154.23,0.00
3498.87,185.08,0.00
3498.87,215.93,0.00
3498.87,246.77,0.00
3498.87,277.62,0.00
3498.87,308.47,0.00
3498.87,339.31,0.00
3498.87,370.16,0.00
3498.87,401.01,0.00
3498.87,431.85,0.00
3498.87,462.70,0.00
3498.87,493.55,0.00
3498.87,524.39,0.00
3498.87,555.24,0.00
3498.87,586.09,0.00
3498.87,616.93,0.01
3498.87,647.78,0.09
3498.87,678.63,0.27
3498.87,709.47,0.52
3498.87,740.32,0.78
3498.87,771.17,1.10
3498.87,802.01,1.47
3498.87,832.86,1.89
3498.87,863.71,2.34
3498.87,894.55,2.77
3498.87,925.40,3.07
3498.87,956.25,3.27
3498.87,987.09,3.44
3498.87,1017.94,3.54
3498.87,1048.79,3.58
3498.87,1079.63,3.53
3498.87,1110.48,3.45
3498.87,1141.33,3.36
3498.87,1172.17,3.27
3498.87,1203.02,3.19
3498.87,1233.87,3.10
3498.87,1264.71,3.02
3498.87,1295.56,2.94
3498.87,1326.41,2.86
3498.87,1357.25,2.77
3498.87,1388.10,2.69
3498.87,1418.95,2.61
3498.87,1449.79,2.52
3498.87,1480.64,2.44
3498.87,1511.49,2.36
3498.87,1542.34,2.28
3498.87,1573.18,2.19
3498.87,1604.03,2.11
3498.87,1634.88,2.03
3498.87,1665.72,1.95
3498.87,1696.57,1.87
3498.87,1727.42,1.79
3498.87,1758.26,1.72
3498.87,1789.11,1.64
3498.87,1819.96,1.57
3498.87,1850.80,1.49
3498.87,1881.65,1.41
3498.87,1912.50,1.34
3498.87,1943.34,1.26
3498.87,1974.19,1.19
3498.87,2005.04,1.11
3498.87,2035.88,1.03
3498.87,2066.73,0.94
3498.87,2097.58,0.79
3498.87,2128.42,0.68
3498.87,2159.27,1.01
3498.87,2190.12,1.55
3498.87,2220.96,1.19
3498.87,2251.81,0.68
3498.87,2282.66,0.32
3498.87,2313.50,0.07
3498.87,2344.35,0.00
3498.87,2375.20,0.00
3498.87,2406.04,0.00
3498.87,2436.89,0.00
3498.87,2467.74,0.00
3498.87,2498.58,0.00
3498.87,2529.43,0.00
3498.87,2560.28,0.00
3498.87,2591.12,0.00
3498.87,2621.97,0.00
3498.87,2652.82,0.00
3498.87,2683.66,0.00
3498.87,2714.51,0.00
3498.87,2745.36,0.00
3498.87,2776.20,0.00
3498.87,2807.05,0.00
3498.87,2837.90,0.00
3498.87,2868.74,0.00
3498.87,2899.59,0.00
3498.87,2930.44,0.00
3498.87,2961.28,0.00
3498.87,2992.13,0.00
3498.87,3022.98,0.00
3498.87,3053.82,0.00
3498.87,3084.67,0.00
3498.87,3115.52,0.00
3498.87,3146.36,0.00
3498.87,3177.21,0.00
3498.87,3208.06,0.00
3498.87,3238.90,0.00
3498.87,3269.75,0.00
3498.87,3300.60,0.00
3498.87,3331.44,0.11
3498.87,3362.29,0.50
3498.87,3393.14,1.31
3498.87,3423.98,2.74
3498.87,3454.83,4.99
3498.87,3485.68,7.46
3498.87,3516.52,10.33
3498.87,3547.37,13.57
3498.87,3578.22,16.65
3498.87,3609.06,19.53
3498.87,3639.91,25.03
3498.87,3670.76,35.67
3498.87,3701.60,48.77
3498.87,3732.45,63.45
3498.87,3763.30,86.92
3498.87,3794.14,94.32
3498.87,3824.99,95.02
3498.87,3855.84,90.28
3498.87,3886.68,77.92
3498.87,3917.53,61.51
3498.87,3948.38,54.46
3498.87,3979.22,45.61
3498.87,4010.07,34.02
3498.87,4040.92,22.10
3498.87,4071.76,22.27
3498.87,4102.61,20.36
3498.87,4133.46,18.75
3498.87,4164.30,18.41
3498.87,4195.15,17.79
3498.87,4226.00,16.95
3498.87,4256.84,16.01
3498.87,4287.69,14.98
3498.87,4318.54,13.89
3498.87,4349.38,12.87
3498.87,4380.23,11.98
3498.87,4411.08,11.19
3498.87,4441.92,10.59
3498.87,4472.77,10.12
3498.87,4503.62,9.72
3498.87,4534.46,9.31
3498.87,4565.31,8.83
3498.87,4596.16,8.36
3498.87,4627.01,7.85
3498.87,4657.85,7.25
3498.87,4688.70,6.71
3498.87,4719.55,5.99
3498.87,4750.39,5.29
3498.87,4781.24,4.78
3498.87,4812.09,4.37
3498.87,4842.93,4.11
3498.87,4873.78,3.93
3498.87,4904.63,3.93
3498.87,4935.47,4.00
3498.87,4966.32,4.11
3498.87,4997.17,4.25
3498.87,5028.01,4.36
3498.87,5058.86,4.44
3498.87,5089.71,4.47
3498.87,5120.55,4.52
3498.87,5151.40,4.57
3498.87,5182.25,4.64
3498.87,5213.09,4.72
3498.87,5243.94,4.84
3498.87,5274.79,4.89
3498.87,5305.63,4.87
3498.87,5336.48,4.89
3498.87,5367.33,4.70
3498.87,5398.17,4.22
3498.87,5429.02,3.66
3498.87,5459.87,3.06
3498.87,5490.71,2.42
3498.87,5521.56,1.82
3498.87,5552.41,1.28
3498.87,5583.25,0.86
3498.87,5614.10,0.57
3498.87,5644.95,0.36
3498.87,5675.79,0.20
3498.87,5706.64,0.11
3498.87,5737.49,0.05
3498.87,5768.33,0.03
3498.87,5799.18,0.00
3498.87,5830.03,0.00
3498.87,5860.87,0.00
3498.87,5891.72,0.00
3498.87,5922.57,0.00
3498.87,5953.41,0.00
3498.87,5984.26,0.00
3498.87,6015.11,0.00
3498.87,6045.95,0.00
3498.87,6076.80,0.00
3498.87,6107.65,0.00
3498.87,6138.49,0.00
3498.87,6169.34,0.00
3498.87,6200.19,0.00
3498.87,6231.03,0.00
3498.87,6261.88,0.00
3498.87,6292.73,0.00
3498.87,6323.57,0.00
3498.87,6354.42,0.00
3498.87,6385.27,0.00
3498.87,6416.11,0.00
3498.87,6446.96,0.00
3498.87,6477.81,0.00
3498.87,6508.65,0.00
3498.87,6539.50,0.00
3498.87,6570.35,0.00
3498.87,6601.19,0.00
3498.87,6632.04,0.00
3498.87,6662.89,0.00
3498.87,6693.73,0.00
3498.87,6724.58,0.00
3498.87,6755.43,0.00
3498.87,6786.27,0.00
3498.87,6817.12,0.00
3498.87,6847.97,0.00
3498.87,6878.81,0.00
3498.87,6909.66,0.00
3498.87,6940.51,0.00
3498.87,6971.35,0.00
3498.87,7002.20,0.00
3498.87,7033.05,0.00
3498.87,7063.89,0.00
3498.87,7094.74,0.00
3498.87,7125.59,0.00
3498.87,7156.43,0.00
3498.87,7187.28,0.00
3498.87,7218.13,0.00
3498.87,7248.97,0.00
3498.87,7279.82,0.00
3498.87,7310.67,0.00
3498.87,7341.51,0.00
3498.87,7372.36,0.00
3498.87,7403.21,0.00
3498.87,7434.05,0.00
3498.87,7464.90,0.00
3498.87,7495.75,0.00
3498.87,7526.59,0.00
3498.87,7557.44,0.00
3498.87,7588.29,0.00
3498.87,7619.13,0.00
3498.87,7649.98,0.00
3498.87,7680.83,0.00
3498.87,7711.68,0.00
3498.87,7742.52,0.00
3498.87,7773.37,0.00
3498.87,7804.22,0.00
3498.87,7835.06,0.00
3498.87,7865.91,0.00
3498.87,7896.76,0.00
3498.87,7927.60,0.00
3498.87,7958.45,0.00
3498.87,7989.30,0.00
3498.87,8020.14,0.00
3498.87,8050.99,0.00
3498.87,8081.84,0.00
3498.87,8112.68,0.00
3498.87,8143.53,0.00
3498.87,8174.38,0.00
3498.87,8205.22,0.00
3524.99,0.00,0.00
3524.99,30.85,0.00
3524.99,61.69,0.00
3524.99,92.54,0.00
3524.99,123.39,0.00
3524.99,154.23,0.00
3524.99,185.08,0.00
3524.99,215.93,0.00
3524.99,246.77,0.00
3524.99,277.62,0.00
3524.99,308.47,0.00
3524.99,339.31,0.00
3524.99,370.16,0.00
3524.99,401.01,0.00
3524.99,431.85,0.00
3524.99,462.70,0.00
3524.99,493.55,0.00
3524.99,524.39,0.00
3524.99,555.24,0.00
3524.99,586.09,0.00
3524.99,616.93,0.00
3524.99,647.78,0.01
3524.99,678.63,0.08
3524.99,709.47,0.18
3524.99,740.32,0.31
3524.99,771.17,0.52
3524.99,802.01,0.76
3524.99,832.86,1.07
3524.99,863.71,1.39
3524.99,894.55,1.72
3524.99,925.40,1.95
3524.99,956.25,2.12
3524.99,987.09,2.23
3524.99,1017.94,2.27
3524.99,1048.79,2.23
3524.99,1079.63,2.15
3524.99,1110.48,2.07
3524.99,1141.33,1.98
3524.99,1172.17,1.90
3524.99,1203.02,1.83
3524.99,1233.87,1.75
3524.99,1264.71,1.68
3524.99,1295.56,1.60
3524.99,1326.41,1.52
3524.99,1357.25,1.45
3524.99,1388.10,1.37
3524.99,1418.95,1.30
3524.99,1449.79,1.22
3524.99,1480.64,1.15
3524.99,1511.49,1.07
3524.99,1542.34,0.99
3524.99,1573.18,0.92
3524.99,1604.03,0.85
3524.99,1634.88,0.79
3524.99,1665.72,0.73
3524.99,1696.57,0.69
3524.99,1727.42,0.65
3524.99,1758.26,0.62
3524.99,1789.11,0.60
3524.99,1819.96,0.58
3524.99,1850.80,0.56
3524.99,1881.65,0.54
3524.99,1912.50,0.52
3524.99,1943.34,0.50
3524.99,1974.19,0.48
3524.99,2005.04,0.46
3524.99,2035.88,0.44
3524.99,2066.73,0.42
3524.99,2097.58,0.38
3524.99,2128.42,0.28
3524.99,2159.27,0.32
3524.99,2190.12,0.62
3524.99,2220.96,0.36
3524.99,2251.81,0.11
3524.99,2282.66,0.00
3524.99,2313.50,0.00
3524.99,2344.35,0.00
3524.99,2375.20,0.00
3524.99,2406.04,0.00
3524.99,2436.89,0.00
3524.99,2467.74,0.00
3524.99,2498.58,0.00
3524.99,2529.43,0.00
3524.99,2560.28,0.00
3524.99,2591.12,0.00
3524.99,2621.97,0.00
3524.99,2652.82,0.00
3524.99,2683.66,0.00
3524.99,2714.51,0.00
3524.99,2745.36,0.00
3524.99,2776.20,0.00
3524.99,2807.05,0.00
3524.99,2837.90,0.00
3524.99,2868.74,0.00
3524.99,2899.59,0.00
3524.99,2930.44,0.00
3524.99,2961.28,0.00
3524.99,2992.13,0.00
3524.99,3022.98,0.00
3524.99,3053.82,0.00
3524.99,3084.67,0.00
3524.99,3115.52,0.00
3524.99,3146.36,0.00
3524.99,3177.21,0.00
3524.99,3208.06,0.00
3524.99,3238.90,0.00
3524.99,3269.75,0.00
3524.99,3300.60,0.00
3524.99,3331.44,0.03
3524.99,3362.29,0.30
3524.99,3393.14,0.84
3524.99,3423.98,1.92
3524.99,3454.83,3.89
3524.99,3485.68,6.12
3524.99,3516.52,9.02
3524.99,3547.37,12.46
3524.99,3578.22,15.58
3524.99,3609.06,18.62
3524.99,3639.91,24.26
3524.99,3670.76,35.14
3524.99,3701.60,48.56
3524.99,3732.45,63.24
3524.99,3763.30,84.34
3524.99,3794.14,90.08
3524.99,3824.99,90.26
3524.99,3855.84,86.75
3524.99,3886.68,75.89
3524.99,3917.53,62.31
3524.99,3948.38,55.99
3524.99,3979.22,47.78
3524.99,4010.07,36.05
3524.99,4040.92,24.71
3524.99,4071.76,22.56
3524.99,4102.61,20.61
3524.99,4133.46,18.89
3524.99,4164.30,17.98
3524.99,4195.15,17.48
3524.99,4226.00,16.82
3524.99,4256.84,16.06
3524.99,4287.69,15.19
3524.99,4318.54,14.17
3524.99,4349.38,13.10
3524.99,4380.23,12.09
3524.99,4411.08,11.10
3524.99,4441.92,10.31
3524.99,4472.77,9.58
3524.99,4503.62,8.96
3524.99,4534.46,8.38
3524.99,4565.31,7.78
3524.99,4596.16,7.22
3524.99,4627.01,6.70
3524.99,4657.85,6.19
3524.99,4688.70,5.72
3524.99,4719.55,5.14
3524.99,4750.39,4.58
3524.99,4781.24,4.21
3524.99,4812.09,3.86
3524.99,4842.93,3.61
3524.99,4873.78,3.46
3524.99,4904.63,3.47
3524.99,4935.47,3.55
3524.99,4966.32,3.66
3524.99,4997.17,3.78
3524.99,5028.01,3.90
3524.99,5058.86,3.99
3524.99,5089.71,4.02
3524.99,5120.55,4.06
3524.99,5151.40,4.11
3524.99,5182.25,4.15
3524.99,5213.09,4.22
3524.99,5243.94,4.35
3524.99,5274.79,4.38
3524.99,5305.63,4.33
3524.99,5336.48,4.36
3524.99,5367.33,4.16
3524.99,5398.17,3.68
3524.99,5429.02,3.13
3524.99,5459.87,2.52
3524.99,5490.71,1.92
3524.99,5521.56,1.39
3524.99,5552.41,0.92
3524.99,5583.25,0.56
3524.99,5614.10,0.33
3524.99,5644.95,0.17
3524.99,5675.79,0.07
3524.99,5706.64,0.03
3524.99,5737.49,0.00
3524.99,5768.33,0.00
3524.99,5799.18,0.00
3524.99,5830.03,0.00
3524.99,5860.87,0.00
3524.99,5891.72,0.00
3524.99,5922.57,0.00
3524.99,5953.41,0.00
3524.99,5984.26,0.00
3524.99,6015.11,0.00
3524.99,6045.95,0.00
3524.99,6076.80,0.00
3524.99,6107.65,0.00
3524.99,6138.49,0.00
3524.99,6169.34,0.00
3524.99,6200.19,0.00
3524.99,6231.03,0.00
3524.99,6261.88,0.00
3524.99,6292.73,0.00
3524.99,6323.57,0.00
3524.99,6354.42,0.00
3524.99,6385.27,0.00
3524.99,6416.11,0.00
3524.99,6446.96,0.00
3524.99,6477.81,0.00
3524.99,6508.65,0.00
3524.99,6539.50,0.00
3524.99,6570.35,0.00
3524.99,6601.19,0.00
3524.99,6632.04,0.00
3524.99,6662.89,0.00
3524.99,6693.73,0.00
3524.99,6724.58,0.00
3524.99,6755.43,0.00
3524.99,6786.27,0.00
3524.99,6817.12,0.00
3524.99,6847.97,0.00
3524.99,6878.81,0.00
3524.99,6909.66,0.00
3524.99,6940.51,0.00
3524.99,6971.35,0.00
3524.99,7002.20,0.00
3524.99,7033.05,0.00
3524.99,7063.89,0.00
3524.99,7094.74,0.00
3524.99,7125.59,0.00
3524.99,7156.43,0.00
3524.99,7187.28,0.00
3524.99,7218.13,0.00
3524.99,7248.97,0.00
3524.99,7279.82,0.00
3524.99,7310.67,0.00
3524.99,7341.51,0.00
3524.99,7372.36,0.00
3524.99,7403.21,0.00
3524.99,7434.05,0.00
3524.99,7464.90,0.00
3524.99,7495.75,0.00
3524.99,7526.59,0.00
3524.99,7557.44,0.00
3524.99,7588.29,0.00
3524.99,7619.13,0.00
3524.99,7649.98,0.00
3524.99,7680.83,0.00
3524.99,7711.68,0.00
3524.99,7742.52,0.00
3524.99,7773.37,0.00
3524.99,7804.22,0.00
3524.99,7835.06,0.00
3524.99,7865.91,0.00
3524.99,7896.76,0.00
3524.99,7927.60,0.00
3524.99,7958.45,0.00
3524.99,7989.30,0.00
3524.99,8020.14,0.00
3524.99,8050.99,0.00
3524.99,8081.84,0.00
3524.99,8112.68,0.00
3524.99,8143.53,0.00
3524.99,8174.38,0.00
3524.99,8205.22,0.00
3551.10,0.00,0.00
3551.10,30.85,0.00
3551.10,61.69,0.00
3551.10,92.54,0.00
3551.10,123.39,0.00
3551.10,154.23,0.00
3551.10,185.08,0.00
3551.10,215.93,0.00
3551.10,246.77,0.00
3551.10,277.62,0.00
3551.10,308.47,0.00
3551.10,339.31,0.00
3551.10,370.16,0.00
3551.10,401.01,0.00
3551.10,431.85,0.00
3551.10,462.70,0.00
3551.10,493.55,0.00
3551.10,524.39,0.00
3551.10,555.24,0.00
3551.10,586.09,0.00
3551.10,616.93,0.00
3551.10,647.78,0.00
3551.10,678.63,0.01
3551.10,709.47,0.05
3551.10,740.32,0.09
3551.10,771.17,0.18
3551.10,802.01,0.30
3551.10,832.86,0.47
3551.10,863.71,0.64
3551.10,894.55,0.82
3551.10,925.40,0.92
3551.10,956.25,1.01
3551.10,987.09,1.06
3551.10,1017.94,1.03
3551.10,1048.79,0.95
3551.10,1079.63,0.88
3551.10,1110.48,0.81
3551.10,1141.33,0.76
3551.10,1172.17,0.71
3551.10,1203.02,0.67
3551.10,1233.87,0.64
3551.10,1264.71,0.61
3551.10,1295.56,0.59
3551.10,1326.41,0.57
3551.10,1357.25,0.55
3551.10,1388.10,0.53
3551.10,1418.95,0.51
3551.10,1449.79,0.49
3551.10,1480.64,0.47
3551.10,1511.49,0.45
3551.10,1542.34,0.43
3551.10,1573.18,0.41
3551.10,1604.03,0.39
3551.10,1634.88,0.36
3551.10,1665.72,0.34
3551.10,1696.57,0.33
3551.10,1727.42,0.32
3551.10,1758.26,0.30
3551.10,1789.11,0.29
3551.10,1819.96,0.27
3551.10,1850.80,0.26
3551.10,1881.65,0.25
3551.10,1912.50,0.23
3551.10,1943.34,0.22
3551.10,1974.19,0.21
3551.10,2005.04,0.19
3551.10,2035.88,0.18
3551.10,2066.73,0.16
3551.10,2097.58,0.15
3551.10,2128.42,0.13
3551.10,2159.27,0.04
3551.10,2190.12,0.11
3551.10,2220.96,0.00
3551.10,2251.81,0.00
3551.10,2282.66,0.00
3551.10,2313.50,0.00
3551.10,2344.35,0.00
3551.10,2375.20,0.00
3551.10,2406.04,0.00
3551.10,2436.89,0.00
3551.10,2467.74,0.00
3551.10,2498.58,0.00
3551.10,2529.43,0.00
3551.10,2560.28,0.00
3551.10,2591.12,0.00
3551.10,2621.97,0.00
3551.10,2652.82,0.00
3551.10,2683.66,0.00
3551.10,2714.51,0.00
3551.10,2745.36,0.00
3551.10,2776.20,0.00
3551.10,2807.05,0.00
3551.10,2837.90,0.00
3551.10,2868.74,0.00
3551.10,2899.59,0.00
3551.10,2930.44,0.00
3551.10,2961.28,0.00
3551.10,2992.13,0.00
3551.10,3022.98,0.00
3551.10,3053.82,0.00
3551.10,3084.67,0.00
3551.10,3115.52,0.00
3551.10,3146.36,0.00
3551.10,3177.21,0.00
3551.10,3208.06,0.00
3551.10,3238.90,0.00
3551.10,3269.75,0.00
3551.10,3300.60,0.00
3551.10,3331.44,0.00
3551.10,3362.29,0.11
3551.10,3393.14,0.37
3551.10,3423.98,1.17
3551.10,3454.83,2.81
3551.10,3485.68,4.79
3551.10,3516.52,7.68
3551.10,3547.37,11.72
3551.10,3578.22,15.25
3551.10,3609.06,19.42
3551.10,3639.91,25.50
3551.10,3670.76,36.68
3551.10,3701.60,50.56
3551.10,3732.45,65.80
3551.10,3763.30,84.28
3551.10,3794.14,87.29
3551.10,3824.99,86.56
3551.10,3855.84,82.24
3551.10,3886.68,72.05
3551.10,3917.53,61.40
3551.10,3948.38,55.03
3551.10,3979.22,46.90
3551.10,4010.07,36.38
3551.10,4040.92,25.91
3551.10,4071.76,21.80
3551.10,4102.61,19.51
3551.10,4133.46,17.72
3551.10,4164.30,17.12
3551.10,4195.15,16.86
3551.10,4226.00,16.36
3551.10,4256.84,15.76
3551.10,4287.69,15.07
3551.10,4318.54,14.22
3551.10,4349.38,13.34
3551.10,4380.23,12.18
3551.10,4411.08,10.96
3551.10,4441.92,9.95
3551.10,4472.77,8.95
3551.10,4503.62,8.17
3551.10,4534.46,7.49
3551.10,4565.31,6.86
3551.10,4596.16,6.34
3551.10,4627.01,5.87
3551.10,4657.85,5.40
3551.10,4688.70,5.06
3551.10,4719.55,4.64
3551.10,4750.39,4.18
3551.10,4781.24,3.82
3551.10,4812.09,3.41
3551.10,4842.93,3.11
3551.10,4873.78,2.96
3551.10,4904.63,2.99
3551.10,4935.47,3.07
3551.10,4966.32,3.19
3551.10,4997.17,3.32
3551.10,5028.01,3.45
3551.10,5058.86,3.54
3551.10,5089.71,3.57
3551.10,5120.55,3.60
3551.10,5151.40,3.64
3551.10,5182.25,3.67
3551.10,5213.09,3.70
3551.10,5243.94,3.80
3551.10,5274.79,3.79
3551.10,5305.63,3.67
3551.10,5336.48,3.65
3551.10,5367.33,3.43
3551.10,5398.17,2.93
3551.10,5429.02,2.40
3551.10,5459.87,1.84
3551.10,5490.71,1.34
3551.10,5521.56,0.91
3551.10,5552.41,0.55
3551.10,5583.25,0.27
3551.10,5614.10,0.11
3551.10,5644.95,0.03
3551.10,5675.79,0.01
3551.10,5706.64,0.00
3551.10,5737.49,0.00
3551.10,5768.33,0.00
3551.10,5799.18,0.00
3551.10,5830.03,0.00
3551.10,5860.87,0.00
3551.10,5891.72,0.00
3551.10,5922.57,0.00
3551.10,5953.41,0.00
3551.10,5984.26,0.00
3551.10,6015.11,0.00
3551.10,6045.95,0.00
3551.10,6076.80,0.00
3551.10,6107.65,0.00
3551.10,6138.49,0.00
3551.10,6169.34,0.00
3551.10,6200.19,0.00
3551.10,6231.03,0.00
3551.10,6261.88,0.00
3551.10,6292.73,0.00
3551.10,6323.57,0.00
3551.10,6354.42,0.00
3551.10,6385.27,0.00
3551.10,6416.11,0.00
3551.10,6446.96,0.00
3551.10,6477.81,0.00
3551.10,6508.65,0.00
3551.10,6539.50,0.00
3551.10,6570.35,0.00
3551.10,6601.19,0.00
3551.10,6632.04,0.00
3551.10,6662.89,0.00
3551.10,6693.73,0.00
3551.10,6724.58,0.00
3551.10,6755.43,0.00
3551.10,6786.27,0.00
3551.10,6817.12,0.00
3551.10,6847.97,0.00
3551.10,6878.81,0.00
3551.10,6909.66,0.00
3551.10,6940.51,0.00
3551.10,6971.35,0.00
3551.10,7002.20,0.00
3551.10,7033.05,0.00
3551.10,7063.89,0.00
3551.10,7094.74,0.00
3551.10,7125.59,0.00
3551.10,7156.43,0.00
3551.10,7187.28,0.00
3551.10,7218.13,0.00
3551.10,7248.97,0.00
3551.10,7279.82,0.00
3551.10,7310.67,0.00
3551.10,7341.51,0.00
3551.10,7372.36,0.00
3551.10,7403.21,0.00
3551.10,7434.05,0.00
3551.10,7464.90,0.00
3551.10,7495.75,0.00
3551.10,7526.59,0.00
3551.10,7557.44,0.00
3551.10,7588.29,0.00
3551.10,7619.13,0.00
3551.10,7649.98,0.00
3551.10,7680.83,0.00
3551.10,7711.68,0.00
3551.10,7742.52,0.00
3551.10,7773.37,0.00
3551.10,7804.22,0.00
3551.10,7835.06,0.00
3551.10,7865.91,0.00
3551.10,7896.76,0.00
3551.10,7927.60,0.00
3551.10,7958.45,0.00
3551.10,7989.30,0.00
3551.10,8020.14,0.00
3551.10,8050.99,0.00
3551.10,8081.84,0.00
3551.10,8112.68,0.00
3551.10,8143.53,0.00
3551.10,8174.38,0.00
3551.10,8205.22,0.00
3577.21,0.00,0.00
3577.21,30.85,0.00
3577.21,61.69,0.00
3577.21,92.54,0.00
3577.21,123.39,0.00
3577.21,154.23,0.00
3577.21,185.08,0.00
3577.21,215.93,0.00
3577.21,246.77,0.00
3577.21,277.62,0.00
3577.21,308.47,0.00
3577.21,339.31,0.00
3577.21,370.16,0.00
3577.21,401.01,0.00
3577.21,431.85,0.00
3577.21,462.70,0.00
3577.21,493.55,0.00
3577.21,524.39,0.00
3577.21,555.24,0.00
3577.21,586.09,0.00
3577.21,616.93,0.00
3577.21,647.78,0.00
3577.21,678.63,0.00
3577.21,709.47,0.00
3577.21,740.32,0.01
3577.21,771.17,0.05
3577.21,802.01,0.09
3577.21,832.86,0.17
3577.21,863.71,0.26
3577.21,894.55,0.36
3577.21,925.40,0.41
3577.21,956.25,0.45
3577.21,987.09,0.46
3577.21,1017.94,0.44
3577.21,1048.79,0.42
3577.21,1079.63,0.39
3577.21,1110.48,0.37
3577.21,1141.33,0.35
3577.21,1172.17,0.34
3577.21,1203.02,0.32
3577.21,1233.87,0.31
3577.21,1264.71,0.29
3577.21,1295.56,0.28
3577.21,1326.41,0.27
3577.21,1357.25,0.25
3577.21,1388.10,0.24
3577.21,1418.95,0.23
3577.21,1449.79,0.21
3577.21,1480.64,0.20
3577.21,1511.49,0.18
3577.21,1542.34,0.17
3577.21,1573.18,0.16
3577.21,1604.03,0.14
3577.21,1634.88,0.13
3577.21,1665.72,0.12
3577.21,1696.57,0.11
3577.21,1727.42,0.10
3577.21,1758.26,0.09
3577.21,1789.11,0.09
3577.21,1819.96,0.08
3577.21,1850.80,0.07
3577.21,1881.65,0.07
3577.21,1912.50,0.06
3577.21,1943.34,0.05
3577.21,1974.19,0.05
3577.21,2005.04,0.04
3577.21,2035.88,0.03
3577.21,2066.73,0.02
3577.21,2097.58,0.02
3577.21,2128.42,0.01
3577.21,2159.27,0.00
3577.21,2190.12,0.00
3577.21,2220.96,0.00
3577.21,2251.81,0.00
3577.21,2282.66,0.00
3577.21,2313.50,0.00
3577.21,2344.35,0.00
3577.21,2375.20,0.00
3577.21,2406.04,0.00
3577.21,2436.89,0.00
3577.21,2467.74,0.00
3577.21,2498.58,0.00
3577.21,2529.43,0.00
3577.21,2560.28,0.00
3577.21,2591.12,0.00
3577.21,2621.97,0.00
3577.21,2652.82,0.00
3577.21,2683.66,0.00
3577.21,2714.51,0.00
3577.21,2745.36,0.00
3577.21,2776.20,0.00
3577.21,2807.05,0.00
3577.21,2837.90,0.00
3577.21,2868.74,0.00
3577.21,2899.59,0.00
3577.21,2930.44,0.00
3577.21,2961.28,0.00
3577.21,2992.13,0.00
3577.21,3022.98,0.00
3577.21,3053.82,0.00
3577.21,3084.67,0.00
3577.21,3115.52,0.00
3577.21,3146.36,0.00
3577.21,3177.21,0.00
3577.21,3208.06,0.00
3577.21,3238.90,0.00
3577.21,3269.75,0.00
3577.21,3300.60,0.00
3577.21,3331.44,0.00
3577.21,3362.29,0.00
3577.21,3393.14,0.06
3577.21,3423.98,0.59
3577.21,3454.83,1.91
3577.21,3485.68,3.63
3577.21,3516.52,6.21
3577.21,3547.37,9.79
3577.21,3578.22,14.63
3577.21,3609.06,19.54
3577.21,3639.91,25.20
3577.21,3670.76,35.14
3577.21,3701.60,49.20
3577.21,3732.45,63.94
3577.21,3763.30,80.41
3577.21,3794.14,82.03
3577.21,3824.99,80.94
3577.21,3855.84,75.96
3577.21,3886.68,67.21
3577.21,3917.53,61.19
3577.21,3948.38,55.31
3577.21,3979.22,46.80
3577.21,4010.07,36.22
3577.21,4040.92,26.16
3577.21,4071.76,20.67
3577.21,4102.61,17.76
3577.21,4133.46,15.89
3577.21,4164.30,15.43
3577.21,4195.15,15.42
3577.21,4226.00,15.33
3577.21,4256.84,15.06
3577.21,4287.69,14.63
3577.21,4318.54,14.03
3577.21,4349.38,13.34
3577.21,4380.23,12.09
3577.21,4411.08,10.67
3577.21,4441.92,9.49
3577.21,4472.77,8.34
3577.21,4503.62,7.49
3577.21,4534.46,6.77
3577.21,4565.31,6.14
3577.21,4596.16,5.66
3577.21,4627.01,5.22
3577.21,4657.85,4.83
3577.21,4688.70,4.52
3577.21,4719.55,4.17
3577.21,4750.39,3.77
3577.21,4781.24,3.36
3577.21,4812.09,2.92
3577.21,4842.93,2.60
3577.21,4873.78,2.46
3577.21,4904.63,2.49
3577.21,4935.47,2.58
3577.21,4966.32,2.71
3577.21,4997.17,2.85
3577.21,5028.01,2.98
3577.21,5058.86,3.07
3577.21,5089.71,3.10
3577.21,5120.55,3.13
3577.21,5151.40,3.16
3577.21,5182.25,3.19
3577.21,5213.09,3.18
